"indepCut","depCut","model","cutpoint","beta","N","clsize"
0.31,0.31,"C",0.3,1.38629436111989,100,4
0.35,0.35,"C",0.3,1.38629436111989,100,4
0.93,0.93,"C",0.3,1.38629436111989,100,4
0.21,0.21,"C",0.3,1.38629436111989,100,4
0.41,0.41,"C",0.3,1.38629436111989,100,4
0.31,0.37,"C",0.3,1.38629436111989,100,4
0.31,0.27,"C",0.3,1.38629436111989,100,4
0.31,0.45,"C",0.3,1.38629436111989,100,4
0.15,0.17,"C",0.3,1.38629436111989,100,4
0.17,0.23,"C",0.3,1.38629436111989,100,4
0.29,0.23,"C",0.3,1.38629436111989,100,4
0.19,0.33,"C",0.3,1.38629436111989,100,4
0.33,0.33,"C",0.3,1.38629436111989,100,4
0.03,0.23,"C",0.3,1.38629436111989,100,4
0.33,0.43,"C",0.3,1.38629436111989,100,4
0.55,0.37,"C",0.3,1.38629436111989,100,4
0.33,0.33,"C",0.3,1.38629436111989,100,4
0.29,0.03,"C",0.3,1.38629436111989,100,4
0.31,0.29,"C",0.3,1.38629436111989,100,4
0.19,0.25,"C",0.3,1.38629436111989,100,4
0.37,0.33,"C",0.3,1.38629436111989,100,4
0.25,0.33,"C",0.3,1.38629436111989,100,4
0.19,0.33,"C",0.3,1.38629436111989,100,4
0.35,0.35,"C",0.3,1.38629436111989,100,4
0.33,0.27,"C",0.3,1.38629436111989,100,4
0.29,0.25,"C",0.3,1.38629436111989,100,4
0.29,0.29,"C",0.3,1.38629436111989,100,4
0.31,0.29,"C",0.3,1.38629436111989,100,4
0.41,0.73,"C",0.3,1.38629436111989,100,4
0.49,0.31,"C",0.3,1.38629436111989,100,4
0.51,0.33,"C",0.3,1.38629436111989,100,4
0.31,0.43,"C",0.3,1.38629436111989,100,4
0.09,0.23,"C",0.3,1.38629436111989,100,4
0.05,0.25,"C",0.3,1.38629436111989,100,4
0.39,0.39,"C",0.3,1.38629436111989,100,4
0.31,0.35,"C",0.3,1.38629436111989,100,4
0.31,0.31,"C",0.3,1.38629436111989,100,4
0.21,0.29,"C",0.3,1.38629436111989,100,4
0.35,0.33,"C",0.3,1.38629436111989,100,4
0.31,0.35,"C",0.3,1.38629436111989,100,4
0.35,0.35,"C",0.3,1.38629436111989,100,4
0.27,0.27,"C",0.3,1.38629436111989,100,4
0.31,0.35,"C",0.3,1.38629436111989,100,4
0.09,0.21,"C",0.3,1.38629436111989,100,4
0.33,0.29,"C",0.3,1.38629436111989,100,4
0.97,0.81,"C",0.3,1.38629436111989,100,4
0.41,0.27,"C",0.3,1.38629436111989,100,4
0.31,0.31,"C",0.3,1.38629436111989,100,4
0.97,0.33,"C",0.3,1.38629436111989,100,4
0.25,0.27,"C",0.3,1.38629436111989,100,4
0.37,0.43,"C",0.3,1.38629436111989,100,4
0.37,0.37,"C",0.3,1.38629436111989,100,4
0.25,0.31,"C",0.3,1.38629436111989,100,4
0.83,0.35,"C",0.3,1.38629436111989,100,4
0.31,0.31,"C",0.3,1.38629436111989,100,4
0.25,0.31,"C",0.3,1.38629436111989,100,4
0.03,0.43,"C",0.3,1.38629436111989,100,4
0.43,0.27,"C",0.3,1.38629436111989,100,4
0.29,0.25,"C",0.3,1.38629436111989,100,4
0.33,0.33,"C",0.3,1.38629436111989,100,4
0.27,0.27,"C",0.3,1.38629436111989,100,4
0.29,0.29,"C",0.3,1.38629436111989,100,4
0.35,0.43,"C",0.3,1.38629436111989,100,4
0.33,0.03,"C",0.3,1.38629436111989,100,4
0.31,0.33,"C",0.3,1.38629436111989,100,4
0.37,0.41,"C",0.3,1.38629436111989,100,4
0.31,0.45,"C",0.3,1.38629436111989,100,4
0.33,0.33,"C",0.3,1.38629436111989,100,4
0.37,0.33,"C",0.3,1.38629436111989,100,4
0.13,0.13,"C",0.3,1.38629436111989,100,4
0.29,0.31,"C",0.3,1.38629436111989,100,4
0.41,0.43,"C",0.3,1.38629436111989,100,4
0.47,0.47,"C",0.3,1.38629436111989,100,4
0.31,0.31,"C",0.3,1.38629436111989,100,4
0.29,0.39,"C",0.3,1.38629436111989,100,4
0.07,0.57,"C",0.3,1.38629436111989,100,4
0.45,0.27,"C",0.3,1.38629436111989,100,4
0.53,0.31,"C",0.3,1.38629436111989,100,4
0.31,0.31,"C",0.3,1.38629436111989,100,4
0.49,0.19,"C",0.3,1.38629436111989,100,4
0.23,0.31,"C",0.3,1.38629436111989,100,4
0.37,0.31,"C",0.3,1.38629436111989,100,4
0.43,0.31,"C",0.3,1.38629436111989,100,4
0.31,0.63,"C",0.3,1.38629436111989,100,4
0.37,0.33,"C",0.3,1.38629436111989,100,4
0.37,0.31,"C",0.3,1.38629436111989,100,4
0.67,0.33,"C",0.3,1.38629436111989,100,4
0.49,0.49,"C",0.3,1.38629436111989,100,4
0.39,0.27,"C",0.3,1.38629436111989,100,4
0.31,0.47,"C",0.3,1.38629436111989,100,4
0.29,0.29,"C",0.3,1.38629436111989,100,4
0.27,0.39,"C",0.3,1.38629436111989,100,4
0.39,0.41,"C",0.3,1.38629436111989,100,4
0.35,0.35,"C",0.3,1.38629436111989,100,4
0.25,0.03,"C",0.3,1.38629436111989,100,4
0.37,0.35,"C",0.3,1.38629436111989,100,4
0.95,0.29,"C",0.3,1.38629436111989,100,4
0.27,0.27,"C",0.3,1.38629436111989,100,4
0.31,0.27,"C",0.3,1.38629436111989,100,4
0.63,0.29,"C",0.3,1.38629436111989,100,4
0.51,0.31,"C",0.3,1.38629436111989,100,4
0.31,0.27,"C",0.3,1.38629436111989,100,4
0.45,0.43,"C",0.3,1.38629436111989,100,4
0.43,0.37,"C",0.3,1.38629436111989,100,4
0.37,0.33,"C",0.3,1.38629436111989,100,4
0.23,0.41,"C",0.3,1.38629436111989,100,4
0.31,0.31,"C",0.3,1.38629436111989,100,4
0.41,0.31,"C",0.3,1.38629436111989,100,4
0.33,0.31,"C",0.3,1.38629436111989,100,4
0.35,0.49,"C",0.3,1.38629436111989,100,4
0.27,0.15,"C",0.3,1.38629436111989,100,4
0.31,0.31,"C",0.3,1.38629436111989,100,4
0.29,0.59,"C",0.3,1.38629436111989,100,4
0.65,0.65,"C",0.3,1.38629436111989,100,4
0.21,0.19,"C",0.3,1.38629436111989,100,4
0.43,0.11,"C",0.3,1.38629436111989,100,4
0.27,0.25,"C",0.3,1.38629436111989,100,4
0.33,0.31,"C",0.3,1.38629436111989,100,4
0.31,0.35,"C",0.3,1.38629436111989,100,4
0.29,0.29,"C",0.3,1.38629436111989,100,4
0.29,0.29,"C",0.3,1.38629436111989,100,4
0.31,0.31,"C",0.3,1.38629436111989,100,4
0.95,0.35,"C",0.3,1.38629436111989,100,4
0.25,0.27,"C",0.3,1.38629436111989,100,4
0.63,0.63,"C",0.3,1.38629436111989,100,4
0.31,0.21,"C",0.3,1.38629436111989,100,4
0.79,0.79,"C",0.3,1.38629436111989,100,4
0.31,0.31,"C",0.3,1.38629436111989,100,4
0.45,0.15,"C",0.3,1.38629436111989,100,4
0.83,0.27,"C",0.3,1.38629436111989,100,4
0.35,0.37,"C",0.3,1.38629436111989,100,4
0.41,0.41,"C",0.3,1.38629436111989,100,4
0.29,0.31,"C",0.3,1.38629436111989,100,4
0.11,0.43,"C",0.3,1.38629436111989,100,4
0.15,0.43,"C",0.3,1.38629436111989,100,4
0.27,0.25,"C",0.3,1.38629436111989,100,4
0.61,0.27,"C",0.3,1.38629436111989,100,4
0.25,0.21,"C",0.3,1.38629436111989,100,4
0.29,0.29,"C",0.3,1.38629436111989,100,4
0.57,0.51,"C",0.3,1.38629436111989,100,4
0.97,0.29,"C",0.3,1.38629436111989,100,4
0.15,0.15,"C",0.3,1.38629436111989,100,4
0.29,0.29,"C",0.3,1.38629436111989,100,4
0.09,0.27,"C",0.3,1.38629436111989,100,4
0.23,0.23,"C",0.3,1.38629436111989,100,4
0.39,0.39,"C",0.3,1.38629436111989,100,4
0.35,0.47,"C",0.3,1.38629436111989,100,4
0.31,0.31,"C",0.3,1.38629436111989,100,4
0.29,0.29,"C",0.3,1.38629436111989,100,4
0.31,0.35,"C",0.3,1.38629436111989,100,4
0.31,0.29,"C",0.3,1.38629436111989,100,4
0.33,0.33,"C",0.3,1.38629436111989,100,4
0.23,0.17,"C",0.3,1.38629436111989,100,4
0.25,0.25,"C",0.3,1.38629436111989,100,4
0.27,0.27,"C",0.3,1.38629436111989,100,4
0.33,0.33,"C",0.3,1.38629436111989,100,4
0.23,0.35,"C",0.3,1.38629436111989,100,4
0.41,0.39,"C",0.3,1.38629436111989,100,4
0.29,0.47,"C",0.3,1.38629436111989,100,4
0.31,0.29,"C",0.3,1.38629436111989,100,4
0.97,0.99,"C",0.3,1.38629436111989,100,4
0.43,0.43,"C",0.3,1.38629436111989,100,4
0.33,0.27,"C",0.3,1.38629436111989,100,4
0.31,0.31,"C",0.3,1.38629436111989,100,4
0.33,0.31,"C",0.3,1.38629436111989,100,4
0.31,0.25,"C",0.3,1.38629436111989,100,4
0.31,0.27,"C",0.3,1.38629436111989,100,4
0.27,0.27,"C",0.3,1.38629436111989,100,4
0.35,0.27,"C",0.3,1.38629436111989,100,4
0.09,0.21,"C",0.3,1.38629436111989,100,4
0.23,0.29,"C",0.3,1.38629436111989,100,4
0.15,0.27,"C",0.3,1.38629436111989,100,4
0.39,0.51,"C",0.3,1.38629436111989,100,4
0.39,0.27,"C",0.3,1.38629436111989,100,4
0.33,0.33,"C",0.3,1.38629436111989,100,4
0.23,0.31,"C",0.3,1.38629436111989,100,4
0.91,0.13,"C",0.3,1.38629436111989,100,4
0.05,0.67,"C",0.3,1.38629436111989,100,4
0.79,0.31,"C",0.3,1.38629436111989,100,4
0.33,0.27,"C",0.3,1.38629436111989,100,4
0.31,0.31,"C",0.3,1.38629436111989,100,4
0.29,0.31,"C",0.3,1.38629436111989,100,4
0.33,0.33,"C",0.3,1.38629436111989,100,4
0.29,0.41,"C",0.3,1.38629436111989,100,4
0.31,0.35,"C",0.3,1.38629436111989,100,4
0.21,0.21,"C",0.3,1.38629436111989,100,4
0.33,0.33,"C",0.3,1.38629436111989,100,4
0.41,0.25,"C",0.3,1.38629436111989,100,4
0.09,0.33,"C",0.3,1.38629436111989,100,4
0.29,0.31,"C",0.3,1.38629436111989,100,4
0.29,0.33,"C",0.3,1.38629436111989,100,4
0.05,0.17,"C",0.3,1.38629436111989,100,4
0.31,0.31,"C",0.3,1.38629436111989,100,4
0.93,0.39,"C",0.3,1.38629436111989,100,4
0.35,0.33,"C",0.3,1.38629436111989,100,4
0.25,0.25,"C",0.3,1.38629436111989,100,4
0.31,0.31,"C",0.3,1.38629436111989,100,4
0.41,0.37,"C",0.3,1.38629436111989,100,4
0.37,0.33,"C",0.3,1.38629436111989,100,4
0.05,0.25,"C",0.3,1.38629436111989,100,4
0.23,0.31,"C",0.3,1.38629436111989,100,4
0.31,0.31,"C",0.3,1.38629436111989,100,4
0.05,0.29,"C",0.3,1.38629436111989,100,4
0.19,0.35,"C",0.3,1.38629436111989,100,4
0.27,0.35,"C",0.3,1.38629436111989,100,4
0.29,0.27,"C",0.3,1.38629436111989,100,4
0.35,0.35,"C",0.3,1.38629436111989,100,4
0.11,0.31,"C",0.3,1.38629436111989,100,4
0.33,0.59,"C",0.3,1.38629436111989,100,4
0.37,0.37,"C",0.3,1.38629436111989,100,4
0.37,0.33,"C",0.3,1.38629436111989,100,4
0.37,0.39,"C",0.3,1.38629436111989,100,4
0.75,0.39,"C",0.3,1.38629436111989,100,4
0.41,0.03,"C",0.3,1.38629436111989,100,4
0.31,0.25,"C",0.3,1.38629436111989,100,4
0.17,0.19,"C",0.3,1.38629436111989,100,4
0.39,0.37,"C",0.3,1.38629436111989,100,4
0.43,0.31,"C",0.3,1.38629436111989,100,4
0.21,0.25,"C",0.3,1.38629436111989,100,4
0.41,0.37,"C",0.3,1.38629436111989,100,4
0.31,0.31,"C",0.3,1.38629436111989,100,4
0.09,0.51,"C",0.3,1.38629436111989,100,4
0.33,0.31,"C",0.3,1.38629436111989,100,4
0.45,0.31,"C",0.3,1.38629436111989,100,4
0.31,0.31,"C",0.3,1.38629436111989,100,4
0.29,0.29,"C",0.3,1.38629436111989,100,4
0.45,0.37,"C",0.3,1.38629436111989,100,4
0.55,0.41,"C",0.3,1.38629436111989,100,4
0.33,0.43,"C",0.3,1.38629436111989,100,4
0.41,0.41,"C",0.3,1.38629436111989,100,4
0.29,0.27,"C",0.3,1.38629436111989,100,4
0.31,0.41,"C",0.3,1.38629436111989,100,4
0.33,0.33,"C",0.3,1.38629436111989,100,4
0.19,0.33,"C",0.3,1.38629436111989,100,4
0.29,0.27,"C",0.3,1.38629436111989,100,4
0.35,0.35,"C",0.3,1.38629436111989,100,4
0.35,0.29,"C",0.3,1.38629436111989,100,4
0.31,0.33,"C",0.3,1.38629436111989,100,4
0.45,0.35,"C",0.3,1.38629436111989,100,4
0.91,0.79,"C",0.3,1.38629436111989,100,4
0.31,0.31,"C",0.3,1.38629436111989,100,4
0.21,0.27,"C",0.3,1.38629436111989,100,4
0.75,0.75,"C",0.3,1.38629436111989,100,4
0.35,0.37,"C",0.3,1.38629436111989,100,4
0.27,0.29,"C",0.3,1.38629436111989,100,4
0.37,0.37,"C",0.3,1.38629436111989,100,4
0.13,0.13,"C",0.3,1.38629436111989,100,4
0.37,0.37,"C",0.3,1.38629436111989,100,4
0.23,0.37,"C",0.3,1.38629436111989,100,4
0.35,0.35,"C",0.3,1.38629436111989,100,4
0.57,0.39,"C",0.3,1.38629436111989,100,4
0.33,0.33,"C",0.3,1.38629436111989,100,4
0.51,0.41,"C",0.3,1.38629436111989,100,4
0.33,0.25,"C",0.3,1.38629436111989,100,4
0.03,0.31,"C",0.3,1.38629436111989,100,4
0.03,0.03,"C",0.3,1.38629436111989,100,4
0.35,0.77,"C",0.3,1.38629436111989,100,4
0.33,0.35,"C",0.3,1.38629436111989,100,4
0.95,0.47,"C",0.3,1.38629436111989,100,4
0.37,0.37,"C",0.3,1.38629436111989,100,4
0.29,0.29,"C",0.3,1.38629436111989,100,4
0.33,0.33,"C",0.3,1.38629436111989,100,4
0.55,0.35,"C",0.3,1.38629436111989,100,4
0.69,0.69,"C",0.3,1.38629436111989,100,4
0.09,0.07,"C",0.3,1.38629436111989,100,4
0.99,0.11,"C",0.3,1.38629436111989,100,4
0.33,0.29,"C",0.3,1.38629436111989,100,4
0.37,0.39,"C",0.3,1.38629436111989,100,4
0.41,0.41,"C",0.3,1.38629436111989,100,4
0.21,0.15,"C",0.3,1.38629436111989,100,4
0.31,0.21,"C",0.3,1.38629436111989,100,4
0.31,0.23,"C",0.3,1.38629436111989,100,4
0.23,0.23,"C",0.3,1.38629436111989,100,4
0.31,0.51,"C",0.3,1.38629436111989,100,4
0.83,0.51,"C",0.3,1.38629436111989,100,4
0.31,0.33,"C",0.3,1.38629436111989,100,4
0.31,0.29,"C",0.3,1.38629436111989,100,4
0.33,0.37,"C",0.3,1.38629436111989,100,4
0.31,0.31,"C",0.3,1.38629436111989,100,4
0.31,0.31,"C",0.3,1.38629436111989,100,4
0.43,0.77,"C",0.3,1.38629436111989,100,4
0.21,0.33,"C",0.3,1.38629436111989,100,4
0.51,0.33,"C",0.3,1.38629436111989,100,4
0.23,0.31,"C",0.3,1.38629436111989,100,4
0.33,0.33,"C",0.3,1.38629436111989,100,4
0.15,0.15,"C",0.3,1.38629436111989,100,4
0.11,0.31,"C",0.3,1.38629436111989,100,4
0.31,0.31,"C",0.3,1.38629436111989,100,4
0.15,0.33,"C",0.3,1.38629436111989,100,4
0.19,0.21,"C",0.3,1.38629436111989,100,4
0.13,0.07,"C",0.3,1.38629436111989,100,4
0.47,0.33,"C",0.3,1.38629436111989,100,4
0.35,0.27,"C",0.3,1.38629436111989,100,4
0.43,0.57,"C",0.3,1.38629436111989,100,4
0.21,0.21,"C",0.3,1.38629436111989,100,4
0.91,0.35,"C",0.3,1.38629436111989,100,4
0.83,0.31,"C",0.3,1.38629436111989,100,4
0.57,0.57,"C",0.3,1.38629436111989,100,4
0.31,0.33,"C",0.3,1.38629436111989,100,4
0.15,0.15,"C",0.3,1.38629436111989,100,4
0.31,0.31,"C",0.3,1.38629436111989,100,4
0.17,0.17,"C",0.3,1.38629436111989,100,4
0.31,0.31,"C",0.3,1.38629436111989,100,4
0.43,0.43,"C",0.3,1.38629436111989,100,4
0.29,0.31,"C",0.3,1.38629436111989,100,4
0.13,0.29,"C",0.3,1.38629436111989,100,4
0.45,0.77,"C",0.3,1.38629436111989,100,4
0.25,0.35,"C",0.3,1.38629436111989,100,4
0.69,0.69,"C",0.3,1.38629436111989,100,4
0.29,0.29,"C",0.3,1.38629436111989,100,4
0.29,0.35,"C",0.3,1.38629436111989,100,4
0.29,0.39,"C",0.3,1.38629436111989,100,4
0.21,0.21,"C",0.3,1.38629436111989,100,4
0.31,0.31,"C",0.3,1.38629436111989,100,4
0.25,0.37,"C",0.3,1.38629436111989,100,4
0.99,0.99,"C",0.3,1.38629436111989,100,4
0.87,0.77,"C",0.3,1.38629436111989,100,4
0.33,0.33,"C",0.3,1.38629436111989,100,4
0.37,0.37,"C",0.3,1.38629436111989,100,4
0.89,0.27,"C",0.3,1.38629436111989,100,4
0.93,0.81,"C",0.3,1.38629436111989,100,4
0.31,0.31,"C",0.3,1.38629436111989,100,4
0.19,0.19,"C",0.3,1.38629436111989,100,4
0.35,0.43,"C",0.3,1.38629436111989,100,4
0.37,0.37,"C",0.3,1.38629436111989,100,4
0.31,0.31,"C",0.3,1.38629436111989,100,4
0.33,0.31,"C",0.3,1.38629436111989,100,4
0.19,0.25,"C",0.3,1.38629436111989,100,4
0.39,0.39,"C",0.3,1.38629436111989,100,4
0.03,0.09,"C",0.3,1.38629436111989,100,4
0.29,0.19,"C",0.3,1.38629436111989,100,4
0.31,0.31,"C",0.3,1.38629436111989,100,4
0.31,0.31,"C",0.3,1.38629436111989,100,4
0.35,0.29,"C",0.3,1.38629436111989,100,4
0.27,0.27,"C",0.3,1.38629436111989,100,4
0.29,0.31,"C",0.3,1.38629436111989,100,4
0.19,0.27,"C",0.3,1.38629436111989,100,4
0.33,0.33,"C",0.3,1.38629436111989,100,4
0.33,0.33,"C",0.3,1.38629436111989,100,4
0.31,0.31,"C",0.3,1.38629436111989,100,4
0.33,0.31,"C",0.3,1.38629436111989,100,4
0.41,0.41,"C",0.3,1.38629436111989,100,4
0.31,0.31,"C",0.3,1.38629436111989,100,4
0.75,0.41,"C",0.3,1.38629436111989,100,4
0.09,0.09,"C",0.3,1.38629436111989,100,4
0.33,0.31,"C",0.3,1.38629436111989,100,4
0.25,0.05,"C",0.3,1.38629436111989,100,4
0.15,0.19,"C",0.3,1.38629436111989,100,4
0.31,0.31,"C",0.3,1.38629436111989,100,4
0.11,0.31,"C",0.3,1.38629436111989,100,4
0.29,0.65,"C",0.3,1.38629436111989,100,4
0.33,0.31,"C",0.3,1.38629436111989,100,4
0.21,0.35,"C",0.3,1.38629436111989,100,4
0.85,0.31,"C",0.3,1.38629436111989,100,4
0.29,0.31,"C",0.3,1.38629436111989,100,4
0.31,0.31,"C",0.3,1.38629436111989,100,4
0.35,0.35,"C",0.3,1.38629436111989,100,4
0.29,0.39,"C",0.3,1.38629436111989,100,4
0.31,0.27,"C",0.3,1.38629436111989,100,4
0.31,0.31,"C",0.3,1.38629436111989,100,4
0.29,0.29,"C",0.3,1.38629436111989,100,4
0.29,0.35,"C",0.3,1.38629436111989,100,4
0.15,0.19,"C",0.3,1.38629436111989,100,4
0.61,0.61,"C",0.3,1.38629436111989,100,4
0.21,0.23,"C",0.3,1.38629436111989,100,4
0.35,0.33,"C",0.3,1.38629436111989,100,4
0.29,0.33,"C",0.3,1.38629436111989,100,4
0.31,0.31,"C",0.3,1.38629436111989,100,4
0.29,0.27,"C",0.3,1.38629436111989,100,4
0.33,0.33,"C",0.3,1.38629436111989,100,4
0.13,0.55,"C",0.3,1.38629436111989,100,4
0.47,0.59,"C",0.3,1.38629436111989,100,4
0.25,0.25,"C",0.3,1.38629436111989,100,4
0.13,0.13,"C",0.3,1.38629436111989,100,4
0.37,0.35,"C",0.3,1.38629436111989,100,4
0.97,0.33,"C",0.3,1.38629436111989,100,4
0.23,0.23,"C",0.3,1.38629436111989,100,4
0.35,0.47,"C",0.3,1.38629436111989,100,4
0.15,0.29,"C",0.3,1.38629436111989,100,4
0.21,0.21,"C",0.3,1.38629436111989,100,4
0.31,0.33,"C",0.3,1.38629436111989,100,4
0.31,0.27,"C",0.3,1.38629436111989,100,4
0.21,0.21,"C",0.3,1.38629436111989,100,4
0.31,0.31,"C",0.3,1.38629436111989,100,4
0.31,0.31,"C",0.3,1.38629436111989,100,4
0.27,0.27,"C",0.3,1.38629436111989,100,4
0.27,0.37,"C",0.3,1.38629436111989,100,4
0.31,0.41,"C",0.3,1.38629436111989,100,4
0.13,0.31,"C",0.3,1.38629436111989,100,4
0.19,0.35,"C",0.3,1.38629436111989,100,4
0.99,0.31,"C",0.3,1.38629436111989,100,4
0.45,0.45,"C",0.3,1.38629436111989,100,4
0.21,0.19,"C",0.3,1.38629436111989,100,4
0.35,0.35,"C",0.3,1.38629436111989,100,4
0.13,0.31,"C",0.3,1.38629436111989,100,4
0.35,0.35,"C",0.3,1.38629436111989,100,4
0.19,0.33,"C",0.3,1.38629436111989,100,4
0.31,0.31,"C",0.3,1.38629436111989,100,4
0.33,0.29,"C",0.3,1.38629436111989,100,4
0.31,0.31,"C",0.3,1.38629436111989,100,4
0.31,0.39,"C",0.3,1.38629436111989,100,4
0.35,0.35,"C",0.3,1.38629436111989,100,4
0.29,0.27,"C",0.3,1.38629436111989,100,4
0.39,0.27,"C",0.3,1.38629436111989,100,4
0.33,0.35,"C",0.3,1.38629436111989,100,4
0.75,0.33,"C",0.3,1.38629436111989,100,4
0.27,0.33,"C",0.3,1.38629436111989,100,4
0.29,0.29,"C",0.3,1.38629436111989,100,4
0.31,0.31,"C",0.3,1.38629436111989,100,4
0.33,0.27,"C",0.3,1.38629436111989,100,4
0.31,0.35,"C",0.3,1.38629436111989,100,4
0.29,0.29,"C",0.3,1.38629436111989,100,4
0.51,0.31,"C",0.3,1.38629436111989,100,4
0.53,0.53,"C",0.3,1.38629436111989,100,4
0.09,0.33,"C",0.3,1.38629436111989,100,4
0.27,0.29,"C",0.3,1.38629436111989,100,4
0.25,0.21,"C",0.3,1.38629436111989,100,4
0.33,0.27,"C",0.3,1.38629436111989,100,4
0.81,0.85,"C",0.3,1.38629436111989,100,4
0.43,0.31,"C",0.3,1.38629436111989,100,4
0.29,0.29,"C",0.3,1.38629436111989,100,4
0.31,0.31,"C",0.3,1.38629436111989,100,4
0.47,0.23,"C",0.3,1.38629436111989,100,4
0.31,0.29,"C",0.3,1.38629436111989,100,4
0.81,0.29,"C",0.3,1.38629436111989,100,4
0.43,0.39,"C",0.3,1.38629436111989,100,4
0.29,0.29,"C",0.3,1.38629436111989,100,4
0.31,0.35,"C",0.3,1.38629436111989,100,4
0.25,0.25,"C",0.3,1.38629436111989,100,4
0.27,0.31,"C",0.3,1.38629436111989,100,4
0.39,0.35,"C",0.3,1.38629436111989,100,4
0.31,0.31,"C",0.3,1.38629436111989,100,4
0.31,0.35,"C",0.3,1.38629436111989,100,4
0.35,0.35,"C",0.3,1.38629436111989,100,4
0.21,0.21,"C",0.3,1.38629436111989,100,4
0.23,0.35,"C",0.3,1.38629436111989,100,4
0.31,0.31,"C",0.3,1.38629436111989,100,4
0.27,0.37,"C",0.3,1.38629436111989,100,4
0.25,0.31,"C",0.3,1.38629436111989,100,4
0.49,0.45,"C",0.3,1.38629436111989,100,4
0.99,0.99,"C",0.3,1.38629436111989,100,4
0.27,0.27,"C",0.3,1.38629436111989,100,4
0.31,0.43,"C",0.3,1.38629436111989,100,4
0.31,0.31,"C",0.3,1.38629436111989,100,4
0.55,0.49,"C",0.3,1.38629436111989,100,4
0.31,0.31,"C",0.3,1.38629436111989,100,4
0.87,0.19,"C",0.3,1.38629436111989,100,4
0.33,0.33,"C",0.3,1.38629436111989,100,4
0.35,0.35,"C",0.3,1.38629436111989,100,4
0.31,0.31,"C",0.3,1.38629436111989,100,4
0.35,0.07,"C",0.3,1.38629436111989,100,4
0.27,0.31,"C",0.3,1.38629436111989,100,4
0.07,0.31,"C",0.3,1.38629436111989,100,4
0.47,0.35,"C",0.3,1.38629436111989,100,4
0.31,0.21,"C",0.3,1.38629436111989,100,4
0.41,0.45,"C",0.3,1.38629436111989,100,4
0.21,0.21,"C",0.3,1.38629436111989,100,4
0.55,0.45,"C",0.3,1.38629436111989,100,4
0.23,0.29,"C",0.3,1.38629436111989,100,4
0.39,0.31,"C",0.3,1.38629436111989,100,4
0.11,0.31,"C",0.3,1.38629436111989,100,4
0.63,0.51,"C",0.3,1.38629436111989,100,4
0.11,0.25,"C",0.3,1.38629436111989,100,4
0.37,0.37,"C",0.3,1.38629436111989,100,4
0.21,0.31,"C",0.3,1.38629436111989,100,4
0.37,0.49,"C",0.3,1.38629436111989,100,4
0.35,0.35,"C",0.3,1.38629436111989,100,4
0.31,0.33,"C",0.3,1.38629436111989,100,4
0.35,0.33,"C",0.3,1.38629436111989,100,4
0.25,0.31,"C",0.3,1.38629436111989,100,4
0.27,0.27,"C",0.3,1.38629436111989,100,4
0.43,0.43,"C",0.3,1.38629436111989,100,4
0.55,0.57,"C",0.3,1.38629436111989,100,4
0.31,0.31,"C",0.3,1.38629436111989,100,4
0.31,0.33,"C",0.3,1.38629436111989,100,4
0.17,0.35,"C",0.3,1.38629436111989,100,4
0.31,0.31,"C",0.3,1.38629436111989,100,4
0.33,0.33,"C",0.3,1.38629436111989,100,4
0.41,0.21,"C",0.3,1.38629436111989,100,4
0.29,0.29,"C",0.3,1.38629436111989,100,4
0.49,0.45,"C",0.3,1.38629436111989,100,4
0.25,0.25,"C",0.3,1.38629436111989,100,4
0.21,0.25,"C",0.3,1.38629436111989,100,4
0.77,0.37,"C",0.3,1.38629436111989,100,4
0.31,0.31,"C",0.3,1.38629436111989,100,4
0.53,0.31,"C",0.3,1.38629436111989,100,4
0.19,0.53,"C",0.3,1.38629436111989,100,4
0.29,0.29,"C",0.3,1.38629436111989,100,4
0.31,0.41,"C",0.3,1.38629436111989,100,4
0.29,0.27,"C",0.3,1.38629436111989,100,4
0.35,0.51,"C",0.3,1.38629436111989,100,4
0.23,0.29,"C",0.3,1.38629436111989,100,4
0.39,0.39,"C",0.3,1.38629436111989,100,4
0.21,0.21,"C",0.3,1.38629436111989,100,4
0.35,0.27,"C",0.3,1.38629436111989,100,4
0.63,0.59,"C",0.3,1.38629436111989,100,4
0.91,0.49,"C",0.3,1.38629436111989,100,4
0.31,0.31,"C",0.3,1.38629436111989,100,4
0.31,0.31,"C",0.3,1.38629436111989,100,4
0.63,0.31,"C",0.3,1.38629436111989,100,4
0.29,0.31,"C",0.3,1.38629436111989,100,4
0.25,0.25,"C",0.3,1.38629436111989,100,4
0.17,0.29,"C",0.3,1.38629436111989,100,4
0.63,0.37,"C",0.3,1.38629436111989,100,4
0.47,0.47,"C",0.3,1.38629436111989,100,4
0.99,0.99,"C",0.3,1.38629436111989,100,4
0.67,0.91,"C",0.3,1.38629436111989,100,4
0.31,0.25,"C",0.3,1.38629436111989,100,4
0.29,0.27,"C",0.3,1.38629436111989,100,4
0.15,0.15,"C",0.3,1.38629436111989,100,4
0.17,0.17,"C",0.3,1.38629436111989,100,4
0.25,0.19,"C",0.3,1.38629436111989,100,4
0.35,0.39,"C",0.3,1.38629436111989,100,4
0.31,0.31,"C",0.3,1.38629436111989,100,4
0.33,0.31,"C",0.3,1.38629436111989,100,4
0.31,0.31,"C",0.3,1.38629436111989,100,4
0.31,0.31,"C",0.3,1.38629436111989,100,4
